date,ticker,path,step,skew
2025-01-31,UBER,0,0,0.0028809999999999
2025-02-03,UBER,0,1,0.005298719016858973
2025-02-04,UBER,0,2,-0.0002525434540602417
2025-02-05,UBER,0,3,0.0068989982615441925
2025-02-06,UBER,0,4,-0.012964608732538165
2025-02-07,UBER,0,5,-0.03158773794179376
2025-02-10,UBER,0,6,-0.004530992806459104
2025-02-11,UBER,0,7,0.03711252086801689
2025-02-12,UBER,0,8,-0.003534157853303757
2025-02-13,UBER,0,9,0.004661549188368701
2025-02-14,UBER,0,10,0.007774062809499922
2025-02-17,UBER,0,11,0.07199192856453865
2025-02-18,UBER,0,12,0.01867479216355889
2025-02-19,UBER,0,13,0.016134181469051462
2025-02-20,UBER,0,14,0.008123029384747538
2025-02-21,UBER,0,15,-0.004776678220071177
2025-02-24,UBER,0,16,0.021681088834306195
2025-02-25,UBER,0,17,0.034571384612971566
2025-02-26,UBER,0,18,0.0038045728580636557
2025-02-27,UBER,0,19,0.037973288667732495
2025-02-28,UBER,0,20,0.029343468680161727
2025-03-03,UBER,0,21,0.031266614334912846
2025-03-04,UBER,0,22,0.01934273715651298
2025-03-05,UBER,0,23,0.030686967539575814
2025-03-06,UBER,0,24,0.011497324548330209
2025-03-07,UBER,0,25,0.009249057456785592
2025-03-10,UBER,0,26,0.0017771602850463974
2025-03-11,UBER,0,27,0.028024355360935612
2025-03-12,UBER,0,28,0.021952535567367076
2025-03-13,UBER,0,29,0.035578736992203396
2025-03-14,UBER,0,30,0.02228461138313242
2025-03-17,UBER,0,31,-0.011922994931966389
2025-03-18,UBER,0,32,-0.016075086691631178
2025-03-19,UBER,0,33,0.00951804792136398
2025-03-20,UBER,0,34,0.01186612708756984
2025-03-21,UBER,0,35,0.011053643346355526
2025-03-24,UBER,0,36,0.024508917014772195
2025-03-25,UBER,0,37,0.024675141739159186
2025-03-26,UBER,0,38,0.019139267056469053
2025-03-27,UBER,0,39,-0.010690773776532481
2025-03-28,UBER,0,40,-0.0003899777651987133
2025-03-31,UBER,0,41,0.0055067931983088
2025-04-01,UBER,0,42,0.0075810121933668475
2025-04-02,UBER,0,43,0.045148753657019716
2025-04-03,UBER,0,44,0.01928615683999072
2025-04-04,UBER,0,45,0.0016021349855979746
2025-04-07,UBER,0,46,-0.020250957382978454
2025-04-08,UBER,0,47,0.015779272037141166
2025-04-09,UBER,0,48,-0.026064677486866222
2025-04-10,UBER,0,49,-0.010004096289707847
2025-04-11,UBER,0,50,0.00033552278401784716
2025-04-14,UBER,0,51,0.018379881336395468
2025-04-15,UBER,0,52,-0.02519957295108081
2025-04-16,UBER,0,53,0.0012158331177723825
2025-04-17,UBER,0,54,-0.03307246409029318
2025-04-18,UBER,0,55,-0.01566904161321408
2025-04-21,UBER,0,56,-0.00015050023808107788
2025-04-22,UBER,0,57,0.023643346915433183
2025-04-23,UBER,0,58,0.005813241097614394
2025-04-24,UBER,0,59,0.007712995538779955
2025-04-25,UBER,0,60,0.0037168291743950605
2025-04-28,UBER,0,61,0.008330251678944247
2025-04-29,UBER,0,62,-0.006999680260742561
2025-01-31,UBER,1,0,0.0028809999999999
2025-02-03,UBER,1,1,-0.0016716371447925205
2025-02-04,UBER,1,2,0.005400340344473016
2025-02-05,UBER,1,3,0.03451604060498662
2025-02-06,UBER,1,4,0.028892909002054233
2025-02-07,UBER,1,5,0.01446915550230105
2025-02-10,UBER,1,6,0.0033131668377455034
2025-02-11,UBER,1,7,0.015152689200617032
2025-02-12,UBER,1,8,0.0011974829800470346
2025-02-13,UBER,1,9,0.03193080041772897
2025-02-14,UBER,1,10,0.023322431249247048
2025-02-17,UBER,1,11,0.037461778190879626
2025-02-18,UBER,1,12,-0.010492254359759479
2025-02-19,UBER,1,13,-0.03699945709483076
2025-02-20,UBER,1,14,-0.009614567556333506
2025-02-21,UBER,1,15,-0.01250162552383412
2025-02-24,UBER,1,16,0.03236363424269964
2025-02-25,UBER,1,17,0.009501154800876446
2025-02-26,UBER,1,18,0.0020565766218258344
2025-02-27,UBER,1,19,-0.0027434032149332562
2025-02-28,UBER,1,20,-0.0021341159502224014
2025-03-03,UBER,1,21,0.011506066577782005
2025-03-04,UBER,1,22,0.012950986266213722
2025-03-05,UBER,1,23,0.006514141119864299
2025-03-06,UBER,1,24,-0.0396328757403988
2025-03-07,UBER,1,25,0.013183776379490659
2025-03-10,UBER,1,26,0.0187915676166878
2025-03-11,UBER,1,27,0.015360251905302214
2025-03-12,UBER,1,28,0.0018144900630610791
2025-03-13,UBER,1,29,-0.008437663438137613
2025-03-14,UBER,1,30,-0.004059244158217877
2025-03-17,UBER,1,31,0.00569015064816414
2025-03-18,UBER,1,32,-0.0211119506466691
2025-03-19,UBER,1,33,0.01845038009048052
2025-03-20,UBER,1,34,0.04427222382920455
2025-03-21,UBER,1,35,0.023303861505682647
2025-03-24,UBER,1,36,0.0057495283121222285
2025-03-25,UBER,1,37,0.021118982214044242
2025-03-26,UBER,1,38,0.01593353031676125
2025-03-27,UBER,1,39,-0.01291490234464576
2025-03-28,UBER,1,40,0.02410578449330874
2025-03-31,UBER,1,41,0.017734749780242153
2025-04-01,UBER,1,42,0.010803752556379536
2025-04-02,UBER,1,43,0.012046790664720749
2025-04-03,UBER,1,44,0.055142912705502346
2025-04-04,UBER,1,45,0.025425607381418146
2025-04-07,UBER,1,46,0.004711923227922532
2025-04-08,UBER,1,47,-0.011587676159901198
2025-04-09,UBER,1,48,0.014364731695565902
2025-04-10,UBER,1,49,0.00948850129237589
2025-04-11,UBER,1,50,-0.002959567231494785
2025-04-14,UBER,1,51,-0.03542004371521698
2025-04-15,UBER,1,52,0.005260454400555038
2025-04-16,UBER,1,53,0.014727784462440328
2025-04-17,UBER,1,54,0.01616355912928974
2025-04-18,UBER,1,55,0.013160896448014344
2025-04-21,UBER,1,56,-0.0020133209190789716
2025-04-22,UBER,1,57,0.008031146460356159
2025-04-23,UBER,1,58,-0.025586874434363378
2025-04-24,UBER,1,59,-0.01867840045442056
2025-04-25,UBER,1,60,0.008803773287044184
2025-04-28,UBER,1,61,0.011508199357116767
2025-04-29,UBER,1,62,-0.0035030544073761313
2025-01-31,UBER,2,0,0.0028809999999999
2025-02-03,UBER,2,1,0.023199339338462507
2025-02-04,UBER,2,2,0.052644931121542005
2025-02-05,UBER,2,3,0.0048315172638826905
2025-02-06,UBER,2,4,0.015011912160851158
2025-02-07,UBER,2,5,-0.0207458012489565
2025-02-10,UBER,2,6,-0.0034440906202463455
2025-02-11,UBER,2,7,0.0006141215337581151
2025-02-12,UBER,2,8,0.011391393465302348
2025-02-13,UBER,2,9,-0.016205578490261566
2025-02-14,UBER,2,10,-0.02092697909454002
2025-02-17,UBER,2,11,0.026875196041145178
2025-02-18,UBER,2,12,0.017786957726508883
2025-02-19,UBER,2,13,0.030007532143965808
2025-02-20,UBER,2,14,-0.006724485145847083
2025-02-21,UBER,2,15,0.013159512356801394
2025-02-24,UBER,2,16,-0.005061124882417834
2025-02-25,UBER,2,17,-0.0016836919035029506
2025-02-26,UBER,2,18,0.006747669645192277
2025-02-27,UBER,2,19,-0.0011528242251556782
2025-02-28,UBER,2,20,0.03741845333179484
2025-03-03,UBER,2,21,0.01907041668694913
2025-03-04,UBER,2,22,0.0058956370995193515
2025-03-05,UBER,2,23,0.025216739898110078
2025-03-06,UBER,2,24,0.005908485891967153
2025-03-07,UBER,2,25,-0.01366051790217691
2025-03-10,UBER,2,26,-0.022248560231403113
2025-03-11,UBER,2,27,0.03168747686427453
2025-03-12,UBER,2,28,-0.008129037557336516
2025-03-13,UBER,2,29,0.020525961028830794
2025-03-14,UBER,2,30,-0.00014748427067969548
2025-03-17,UBER,2,31,0.03530609206627879
2025-03-18,UBER,2,32,-0.002507753638153927
2025-03-19,UBER,2,33,-0.016405875106884182
2025-03-20,UBER,2,34,0.0035019981375579053
2025-03-21,UBER,2,35,0.005562491124525915
2025-03-24,UBER,2,36,0.004066086328486481
2025-03-25,UBER,2,37,0.0046607420472473855
2025-03-26,UBER,2,38,-0.009713652343852857
2025-03-27,UBER,2,39,0.008662387387688184
2025-03-28,UBER,2,40,0.0032405888045691123
2025-03-31,UBER,2,41,0.040992661927288905
2025-04-01,UBER,2,42,0.022310006755773347
2025-04-02,UBER,2,43,0.0012731207079880926
2025-04-03,UBER,2,44,0.023204750215270194
2025-04-04,UBER,2,45,0.05418729351997558
2025-04-07,UBER,2,46,0.0060601518601049766
2025-04-08,UBER,2,47,0.007209912876770346
2025-04-09,UBER,2,48,0.004592323905044983
